Customer ID,Frequency,TotalSpent,Country
13463.0,1,-158.65,United Kingdom
13464.0,6,2409.21,United Kingdom
13465.0,2,931.12,United Kingdom
13466.0,5,654.3,United Kingdom
13468.0,49,7434.86,United Kingdom
13469.0,1,82.4,United Kingdom
13472.0,2,592.24,United Kingdom
13473.0,7,1993.44,United Kingdom
13474.0,2,434.2,United Kingdom
13476.0,3,823.0,United Kingdom
13477.0,5,1379.59,United Kingdom
13478.0,7,2068.03,United Kingdom
13479.0,4,517.5,United Kingdom
13480.0,2,627.82,United Kingdom
13481.0,7,2022.03,United Kingdom
13482.0,1,151.45,United Kingdom
13484.0,3,453.52,United Kingdom
13485.0,14,2503.68,United Kingdom
13487.0,2,271.47,United Kingdom
13488.0,13,6603.12,United Kingdom
13490.0,1,154.25,United Kingdom
13491.0,18,3350.7400000000002,United Kingdom
13495.0,9,3256.49,United Kingdom
13497.0,6,945.28,United Kingdom
13498.0,1,327.38,United Kingdom
13500.0,1,299.53,United Kingdom
13501.0,3,1529.79,Switzerland
13502.0,3,482.6,United Kingdom
13503.0,11,1576.69,United Kingdom
13506.0,6,1156.83,United Kingdom
13508.0,1,176.07999999999998,United Kingdom
13509.0,1,135.0,United Kingdom
13510.0,12,2703.23,United Kingdom
13511.0,2,244.61,United Kingdom
13512.0,3,462.18,United Kingdom
13513.0,3,591.89,United Kingdom
13514.0,3,663.7,United Kingdom
13515.0,2,374.7,United Kingdom
13516.0,1,295.85,United Kingdom
13519.0,1,220.46,United Kingdom
13520.0,8,3192.9,Switzerland
13523.0,2,1136.64,United Kingdom
13526.0,4,942.5999999999999,United Kingdom
13527.0,6,2386.28,United Kingdom
13528.0,1,-40.0,United Kingdom
13530.0,1,402.97999999999996,United Kingdom
13531.0,5,1254.72,United Kingdom
13534.0,17,1711.42,United Kingdom
13535.0,1,89.5,United Kingdom
13537.0,2,717.85,United Kingdom
13538.0,5,1831.88,United Kingdom
13539.0,5,925.42,United Kingdom
13540.0,3,632.39,United Kingdom
13541.0,3,717.9,United Kingdom
13542.0,18,3970.77,United Kingdom
13543.0,2,1439.6100000000001,United Kingdom
13544.0,5,529.09,United Kingdom
13545.0,3,347.35,United Kingdom
13546.0,2,465.15,United Kingdom
13547.0,1,175.53,United Kingdom
13548.0,1,226.57999999999998,United Kingdom
13549.0,1,87.6,United Kingdom
13550.0,1,349.51,United Kingdom
13551.0,1,152.39999999999998,United Kingdom
13552.0,16,3079.1,United Kingdom
13553.0,1,517.8,United Kingdom
13554.0,10,1556.3899999999999,United Kingdom
13555.0,12,4757.06,United Kingdom
13556.0,2,200.82,United Kingdom
13557.0,14,2396.02,United Kingdom
13559.0,2,990.0,United Kingdom
13561.0,10,1678.86,United Kingdom
13562.0,5,3038.85,United Kingdom
13564.0,50,15138.98,United Kingdom
13565.0,1,174.57999999999998,United Kingdom
13566.0,3,833.41,United Kingdom
13567.0,5,1078.59,United Kingdom
13569.0,3,520.03,United Kingdom
13571.0,14,2454.2200000000003,United Kingdom
13573.0,4,622.07,United Kingdom
13574.0,1,421.25,United Kingdom
13576.0,13,4812.85,United Kingdom
13577.0,9,1688.32,United Kingdom
13578.0,1,147.66,United Kingdom
13579.0,5,1068.8,United Kingdom
13580.0,1,107.75,United Kingdom
13581.0,1,162.53,United Kingdom
13582.0,2,241.68,United Kingdom
13583.0,1,664.001,United Kingdom
13584.0,4,204.75,United Kingdom
13585.0,4,674.46,United Kingdom
13586.0,1,131.53,United Kingdom
13587.0,3,961.1,United Kingdom
13589.0,4,741.09,United Kingdom
13590.0,14,4322.17,United Kingdom
13591.0,5,964.0600000000001,United Kingdom
13593.0,10,3484.93,United Kingdom
13594.0,2,111.45000000000002,United Kingdom
13595.0,3,818.22,United Kingdom
13597.0,3,372.21,United Kingdom
13598.0,4,609.42,United Kingdom
13599.0,21,4759.74,United Kingdom
13600.0,1,298.9,United Kingdom
13601.0,2,491.82,United Kingdom
13602.0,3,596.28,United Kingdom
13604.0,2,713.39,United Kingdom
13605.0,2,522.67,United Kingdom
13607.0,2,382.6,United Kingdom
13608.0,1,236.2,United Kingdom
13609.0,1,167.35,United Kingdom
13610.0,8,1028.7,United Kingdom
13611.0,10,2122.83,United Kingdom
13612.0,2,777.79,United Kingdom
13613.0,5,1039.8500000000001,United Kingdom
13614.0,2,748.73,United Kingdom
13615.0,10,5812.24,United Kingdom
13616.0,2,288.1,United Kingdom
13617.0,6,719.62,United Kingdom
13619.0,2,231.69,United Kingdom
13620.0,1,112.34,United Kingdom
13622.0,2,651.45,United Kingdom
13623.0,8,1773.92,United Kingdom
13624.0,2,427.18,United Kingdom
13625.0,1,301.26,United Kingdom
13626.0,2,432.26,United Kingdom
13627.0,3,593.53,United Kingdom
13628.0,1,310.14,United Kingdom
13629.0,8,5578.5,United Kingdom
13632.0,4,1517.68,United Kingdom
13633.0,1,-306.66,United Kingdom
13634.0,12,2944.39,United Kingdom
13635.0,5,1877.19,United Kingdom
13639.0,1,312.93,United Kingdom
13640.0,1,405.0,United Kingdom
13641.0,7,921.82,United Kingdom
13642.0,4,147.17,United Kingdom
13643.0,12,1592.73,United Kingdom
13646.0,3,323.3,United Kingdom
13647.0,4,1393.56,United Kingdom
13648.0,11,1679.01,United Kingdom
13649.0,5,1332.28,United Kingdom
13650.0,9,1289.16,United Kingdom
13651.0,2,114.75,United Kingdom
13652.0,3,1475.77,United Kingdom
13653.0,1,152.2,United Kingdom
13654.0,5,3600.67,United Kingdom
13655.0,6,1326.33,United Kingdom
13656.0,5,673.7,United Kingdom
13658.0,6,3350.6,United Kingdom
13659.0,14,3165.78,United Kingdom
13660.0,2,303.69,United Kingdom
13661.0,1,325.24,United Kingdom
13662.0,10,1304.05,United Kingdom
13663.0,5,1824.14,United Kingdom
13664.0,1,-13.14,United Kingdom
13665.0,3,1711.6599999999999,United Kingdom
13666.0,2,43.25,United Kingdom
13668.0,18,6533.07,United Kingdom
13669.0,1,195.0,United Kingdom
13671.0,1,194.95,United Kingdom
13672.0,1,233.53000000000003,United Kingdom
13674.0,2,215.88,United Kingdom
13676.0,3,153.15,United Kingdom
13677.0,2,556.1899999999999,United Kingdom
13679.0,3,281.26,United Kingdom
13680.0,8,7713.25,United Kingdom
13683.0,1,258.6,United Kingdom
13684.0,4,482.29,United Kingdom
13686.0,2,337.04,United Kingdom
13687.0,1,11880.84,United Kingdom
13688.0,1,375.5,United Kingdom
13689.0,1,349.5,United Kingdom
13691.0,1,212.78,United Kingdom
13692.0,3,1549.58,United Kingdom
13693.0,11,1980.32,United Kingdom
13694.0,105,128172.42,United Kingdom
13695.0,1,266.6,United Kingdom
13696.0,4,2008.7,United Kingdom
13698.0,2,465.53000000000003,United Kingdom
13699.0,2,402.82,United Kingdom
13700.0,4,321.09,United Kingdom
13701.0,2,159.55,United Kingdom
13702.0,1,135.18,United Kingdom
13703.0,2,8.881784197001252e-16,United Kingdom
13705.0,5,1323.47,United Kingdom
13706.0,1,300.38,United Kingdom
13707.0,3,2559.45,United Kingdom
13709.0,5,1263.7,United Kingdom
13710.0,2,329.04,United Kingdom
13711.0,13,1380.55,United Kingdom
13712.0,1,537.58,United Kingdom
13713.0,3,743.26,United Kingdom
13714.0,1,161.35,United Kingdom
13715.0,14,7384.400000000001,United Kingdom
13717.0,4,315.79,United Kingdom
13719.0,6,1773.57,United Kingdom
13721.0,1,217.39999999999998,United Kingdom
13722.0,7,3260.0,United Kingdom
13723.0,5,1009.35,United Kingdom
13724.0,1,213.01,United Kingdom
13727.0,7,733.82,United Kingdom
13728.0,10,1839.03,United Kingdom
13729.0,5,676.4300000000001,United Kingdom
13733.0,3,484.53000000000003,United Kingdom
13734.0,6,3451.2900000000004,United Kingdom
13735.0,14,6706.63,United Kingdom
13736.0,9,1991.01,United Kingdom
13738.0,1,440.93,United Kingdom
13739.0,1,75.3,United Kingdom
13740.0,4,1247.02,United Kingdom
13745.0,2,469.73,United Kingdom
13746.0,1,176.69,United Kingdom
13747.0,2,169.79999999999998,United Kingdom
13748.0,5,1320.1,United Kingdom
13749.0,1,-10.25,United Kingdom
13750.0,8,1916.3400000000001,United Kingdom
13752.0,1,404.45000000000005,United Kingdom
13753.0,3,1353.31,United Kingdom
13754.0,1,164.45000000000002,United Kingdom
13756.0,11,4002.0800000000004,United Kingdom
13757.0,1,195.55,United Kingdom
13758.0,14,6072.59,United Kingdom
13760.0,4,1071.85,United Kingdom
13761.0,4,881.52,United Kingdom
13762.0,4,2165.76,United Kingdom
13763.0,3,3492.53,United Kingdom
13764.0,3,1431.5,United Kingdom
13765.0,1,352.821,United Kingdom
13766.0,1,190.35,United Kingdom
13767.0,48,18169.97,United Kingdom
13768.0,8,758.07,United Kingdom
13769.0,14,2994.76,United Kingdom
13770.0,4,785.37,United Kingdom
13771.0,5,3094.37,United Kingdom
13772.0,6,1962.59,United Kingdom
13773.0,2,301.54,United Kingdom
13775.0,1,1049.66,United Kingdom
13776.0,8,-340.17,United Kingdom
13777.0,42,30268.22,United Kingdom
13778.0,4,937.84,United Kingdom
13779.0,1,161.13,United Kingdom
13780.0,1,375.81,United Kingdom
13781.0,3,643.04,United Kingdom
13782.0,8,873.77,United Kingdom
13783.0,4,1542.09,United Kingdom
13784.0,4,434.39,United Kingdom
13785.0,4,542.49,United Kingdom
13786.0,8,2506.01,United Kingdom
13787.0,7,864.66,United Kingdom
13788.0,1,3.75,United Kingdom
13789.0,1,239.45999999999998,United Kingdom
13792.0,1,188.4,United Kingdom
13793.0,1,96.0,United Kingdom
13794.0,1,126.03,United Kingdom
13795.0,4,836.3,United Kingdom
13796.0,1,289.7,United Kingdom
13797.0,4,1168.45,United Kingdom
13798.0,63,37222.05,United Kingdom
13799.0,11,1350.96,United Kingdom
13800.0,2,1121.24,United Kingdom
13802.0,18,21585.29,United Kingdom
13803.0,3,1042.04,United Kingdom
13804.0,2,572.73,United Kingdom
13807.0,4,397.3,United Kingdom
13809.0,2,524.65,Cyprus
13813.0,7,1333.01,Germany
13814.0,2,676.95,Germany
13815.0,5,3270.88,Germany
13818.0,1,61.28,United Kingdom
13819.0,4,1490.75,United Kingdom
13820.0,5,640.4,United Kingdom
13821.0,5,1001.39,United Kingdom
13823.0,6,2400.89,United Kingdom
13824.0,9,1574.42,United Kingdom
13825.0,2,255.59,United Kingdom
13829.0,1,102.0,United Kingdom
13830.0,2,135.95000000000002,United Kingdom
13831.0,15,4806.19,United Kingdom
13832.0,1,561.49,United Kingdom
13833.0,1,316.56,United Kingdom
13834.0,3,247.89,United Kingdom
13835.0,4,210.25,United Kingdom
13836.0,3,602.52,United Kingdom
13838.0,7,1274.3600000000001,United Kingdom
13839.0,1,139.95000000000002,United Kingdom
13840.0,1,651.4,United Kingdom
13842.0,11,2219.34,United Kingdom
13843.0,1,319.75,United Kingdom
13846.0,1,442.73,United Kingdom
13847.0,1,310.72,United Kingdom
13848.0,6,2080.0,United Kingdom
13849.0,4,1905.85,United Kingdom
13851.0,6,1865.3000000000002,United Kingdom
13852.0,2,170.45000000000002,United Kingdom
13854.0,17,4133.19,United Kingdom
13855.0,5,1253.94,United Kingdom
13856.0,10,695.48,United Kingdom
13857.0,7,997.11,United Kingdom
13859.0,1,314.7,United Kingdom
13861.0,3,251.31,United Kingdom
13862.0,1,346.73,United Kingdom
13863.0,4,918.07,United Kingdom
13864.0,1,662.4000000000001,United Kingdom
13869.0,6,5006.62,United Kingdom
13870.0,8,2938.59,United Kingdom
13871.0,7,1415.15,United Kingdom
13872.0,6,891.32,United Kingdom
13873.0,5,649.32,United Kingdom
13874.0,9,1448.75,United Kingdom
13875.0,9,3027.58,United Kingdom
13877.0,4,329.09,United Kingdom
13878.0,3,1191.53,United Kingdom
13879.0,1,395.5,United Kingdom
13880.0,5,1171.89,United Kingdom
13881.0,29,27402.98,United Kingdom
13883.0,17,3803.99,United Kingdom
13884.0,8,1071.08,United Kingdom
13888.0,5,1563.42,United Kingdom
13889.0,7,1438.8300000000002,United Kingdom
13890.0,8,997.87,United Kingdom
13891.0,3,863.5600000000001,United Kingdom
13892.0,2,634.68,United Kingdom
13895.0,3,1335.5,United Kingdom
13896.0,1,388.55,United Kingdom
13897.0,2,849.56,United Kingdom
13898.0,1,530.47,United Kingdom
13900.0,4,867.14,United Kingdom
13901.0,15,2732.14,United Kingdom
13902.0,8,30411.26,Denmark
13903.0,1,165.45000000000002,United Kingdom
13905.0,3,244.45,United Kingdom
13906.0,1,42.0,United Kingdom
13907.0,1,136.8,United Kingdom
13909.0,2,286.6,United Kingdom
13910.0,1,-127.66,United Kingdom
13911.0,13,1619.1299999999999,United Kingdom
13912.0,1,124.95,United Kingdom
13913.0,1,42.22,United Kingdom
13915.0,2,31.200000000000003,United Kingdom
13916.0,5,1260.51,United Kingdom
13919.0,2,975.87,Denmark
13920.0,5,1734.88,United Kingdom
13921.0,5,720.75,United Kingdom
13922.0,4,652.45,United Kingdom
13927.0,2,340.97,United Kingdom
13929.0,11,2515.25,United Kingdom
13931.0,9,4019.85,United Kingdom
13935.0,3,6116.92,United Kingdom
13936.0,2,563.08,United Kingdom
13937.0,2,708.53,United Kingdom
13939.0,6,976.91,United Kingdom
13941.0,12,5933.74,United Kingdom
13942.0,1,320.0,United Kingdom
13943.0,1,246.54,United Kingdom
13944.0,1,200.43,United Kingdom
13945.0,2,854.15,United Kingdom
13946.0,4,1183.8600000000001,United Kingdom
13948.0,4,434.86,United Kingdom
13952.0,14,9544.8,United Kingdom
13953.0,5,3125.0,United Kingdom
13955.0,1,222.21,United Kingdom
13957.0,3,458.25,United Kingdom
13958.0,12,4504.78,United Kingdom
13959.0,3,477.98,United Kingdom
13961.0,2,498.7,United Kingdom
13962.0,1,193.25,United Kingdom
13963.0,15,2235.08,United Kingdom
13964.0,3,421.9,United Kingdom
13965.0,5,777.6600000000001,United Kingdom
13966.0,1,390.86,United Kingdom
13967.0,1,85.6,United Kingdom
13968.0,1,123.66,United Kingdom
13969.0,20,4226.08,United Kingdom
13970.0,2,846.55,United Kingdom
13971.0,7,1891.6100000000001,United Kingdom
13974.0,3,249.93,United Kingdom
13975.0,7,2824.06,United Kingdom
13976.0,3,834.38,United Kingdom
13977.0,1,519.8100000000001,United Kingdom
13979.0,10,2456.96,United Kingdom
13980.0,8,552.98,United Kingdom
13981.0,2,327.39,United Kingdom
13982.0,9,2557.68,United Kingdom
13983.0,18,4402.95,United Kingdom
13984.0,8,1128.09,United Kingdom
13985.0,8,2957.78,United Kingdom
13987.0,2,682.54,United Kingdom
13988.0,2,609.84,United Kingdom
13989.0,3,759.98,United Kingdom
13992.0,2,142.7,United Kingdom
13993.0,12,3280.7000000000003,United Kingdom
13995.0,12,2452.77,United Kingdom
13996.0,2,895.76,United Kingdom
13997.0,3,382.31,United Kingdom
13998.0,3,566.7,United Kingdom
13999.0,21,5572.75,United Kingdom
14000.0,6,1243.88,United Kingdom
14001.0,7,2487.01,United Kingdom
14003.0,1,209.41,United Kingdom
14004.0,4,1675.81,United Kingdom
14006.0,4,1234.48,United Kingdom
14007.0,1,79.48,United Kingdom
14008.0,2,493.74,United Kingdom
14009.0,1,404.3,United Kingdom
14010.0,3,288.09999999999997,United Kingdom
14011.0,3,451.91999999999996,United Kingdom
14013.0,3,533.2,United Kingdom
14014.0,2,1443.03,United Kingdom
14016.0,8,7051.25,EIRE
14017.0,1,229.75,United Kingdom
14018.0,1,367.15000000000003,United Kingdom
14020.0,3,570.46,United Kingdom
14021.0,4,1084.68,United Kingdom
14022.0,1,352.15000000000003,United Kingdom
14024.0,1,318.04,United Kingdom
14025.0,10,3969.1,United Kingdom
14026.0,2,713.11,United Kingdom
14028.0,5,3175.5,United Kingdom
14030.0,16,5785.5,United Kingdom
14031.0,35,23391.33,United Kingdom
14032.0,8,1856.23,United Kingdom
14033.0,1,109.44,United Kingdom
14035.0,6,1424.45,United Kingdom
14037.0,5,608.75,United Kingdom
14038.0,4,1446.45,United Kingdom
14039.0,1,115.08000000000001,United Kingdom
14040.0,27,8915.65,United Kingdom
14042.0,1,431.98,United Kingdom
14043.0,3,301.3,United Kingdom
14044.0,7,2453.33,United Kingdom
14045.0,16,8000.88,United Kingdom
14047.0,14,2868.7200000000003,United Kingdom
14048.0,2,338.76,United Kingdom
14049.0,12,7424.88,United Kingdom
14051.0,17,6627.16,United Kingdom
14052.0,1,255.45,United Kingdom
14053.0,2,312.05,United Kingdom
14055.0,2,795.3199999999999,United Kingdom
14057.0,5,2190.88,United Kingdom
14058.0,2,469.19,United Kingdom
14060.0,14,3367.76,United Kingdom
14061.0,3,917.4300000000001,United Kingdom
14062.0,15,14969.98,United Kingdom
14063.0,13,-3767.1999999999994,United Kingdom
14064.0,14,1851.43,United Kingdom
14065.0,4,889.37,United Kingdom
14068.0,4,1239.1200000000001,United Kingdom
14069.0,2,230.06,United Kingdom
14070.0,1,326.55,United Kingdom
14072.0,1,390.85,United Kingdom
14074.0,1,219.39999999999998,United Kingdom
14075.0,3,792.61,United Kingdom
14077.0,1,115.66,United Kingdom
14078.0,4,643.26,United Kingdom
14079.0,1,243.63,United Kingdom
14080.0,5,1030.13,United Kingdom
14081.0,13,4345.38,United Kingdom
14082.0,1,231.10999999999999,United Kingdom
14083.0,3,388.83,United Kingdom
14084.0,1,150.5,United Kingdom
14085.0,16,5656.43,United Kingdom
14086.0,1,39.95,United Kingdom
14087.0,3,621.8,United Kingdom
14088.0,6,11984.53,United Kingdom
14091.0,2,9530.08,United Kingdom
14092.0,11,3146.64,United Kingdom
14094.0,2,334.27,United Kingdom
14095.0,1,2.95,United Kingdom
14097.0,2,422.85999999999996,United Kingdom
14099.0,10,2607.54,United Kingdom
14101.0,8,3965.34,United Kingdom
14103.0,1,0.0,United Kingdom
14104.0,3,555.37,United Kingdom
14105.0,7,4443.65,United Kingdom
14106.0,1,214.79999999999998,United Kingdom
14107.0,5,2165.2200000000003,United Kingdom
14108.0,2,447.05,United Kingdom
14110.0,22,7287.95,United Kingdom
14112.0,15,2750.34,United Kingdom
14113.0,23,4778.83,United Kingdom
14114.0,5,977.5600000000001,United Kingdom
14115.0,2,622.6700000000001,United Kingdom
14118.0,1,458.45,United Kingdom
14119.0,2,183.37,United Kingdom
14120.0,1,-23.8,United Kingdom
14122.0,5,309.77,United Kingdom
14123.0,1,436.18,United Kingdom
14126.0,1,466.33000000000004,United Kingdom
14127.0,3,1190.3700000000001,United Kingdom
14128.0,2,271.86,United Kingdom
14129.0,4,1467.48,United Kingdom
14130.0,3,1398.81,United Kingdom
14131.0,1,187.87,United Kingdom
14133.0,1,305.5,United Kingdom
14134.0,15,11123.35,United Kingdom
14135.0,12,4914.74,United Kingdom
14136.0,7,1553.96,United Kingdom
14137.0,2,294.1,United Kingdom
14139.0,3,670.98,United Kingdom
14142.0,4,655.94,United Kingdom
14144.0,1,30.599999999999998,United Kingdom
14145.0,3,3857.85,United Kingdom
14146.0,7,5259.3,United Kingdom
14147.0,9,1550.9,United Kingdom
14148.0,1,309.09000000000003,United Kingdom
14151.0,3,666.7,United Kingdom
14152.0,6,1364.35,United Kingdom
14153.0,1,233.4,United Kingdom
14154.0,8,4917.98,United Kingdom
14156.0,138,183180.55,EIRE
14157.0,3,569.9,United Kingdom
14159.0,11,2893.58,United Kingdom
14160.0,7,8421.47,United Kingdom
14161.0,5,2208.36,United Kingdom
14163.0,1,148.71,United Kingdom
14166.0,2,256.85,United Kingdom
14167.0,4,721.65,United Kingdom
14168.0,3,305.9,United Kingdom
14169.0,2,624.4300000000001,United Kingdom
14170.0,3,597.33,United Kingdom
14171.0,1,135.0,United Kingdom
14172.0,4,389.97,United Kingdom
14173.0,3,116.11,United Kingdom
14175.0,10,4242.38,United Kingdom
14176.0,2,339.11,United Kingdom
14177.0,9,1669.93,United Kingdom
14180.0,12,1469.98,United Kingdom
14181.0,2,310.55,United Kingdom
14182.0,5,660.07,United Kingdom
14183.0,2,286.29,United Kingdom
14186.0,5,1550.63,United Kingdom
14187.0,1,123.5,United Kingdom
14189.0,2,1160.31,United Kingdom
14190.0,1,79.9,United Kingdom
14191.0,3,53.4,United Kingdom
14192.0,1,293.74,United Kingdom
14193.0,1,356.8,United Kingdom
14194.0,22,7226.12,United Kingdom
14195.0,7,1418.54,United Kingdom
14197.0,1,390.05,United Kingdom
14198.0,6,864.08,United Kingdom
14199.0,5,731.0999999999999,United Kingdom
14200.0,1,379.2,United Kingdom
14201.0,3,446.1,United Kingdom
14202.0,3,847.76,United Kingdom
14203.0,1,339.34,United Kingdom
14204.0,3,901.9300000000001,United Kingdom
14205.0,9,1689.6,United Kingdom
14206.0,3,836.9499999999999,United Kingdom
14207.0,1,157.8,United Kingdom
14208.0,1,415.31,United Kingdom
14209.0,12,2870.2400000000002,United Kingdom
14210.0,15,3913.4300000000003,United Kingdom
14211.0,13,2093.39,United Kingdom
14212.0,1,1119.6599999999999,United Kingdom
14213.0,2,-1.4210854715202004e-14,United Kingdom
14215.0,4,1626.61,United Kingdom
14216.0,2,303.09,United Kingdom
14217.0,11,1281.51,United Kingdom
14219.0,2,543.89,United Kingdom
14220.0,2,882.5999999999999,United Kingdom
14221.0,9,3078.7400000000002,United Kingdom
14224.0,5,847.78,United Kingdom
14225.0,5,2015.12,United Kingdom
14226.0,2,766.14,United Kingdom
14227.0,7,3011.6,United Kingdom
14228.0,3,745.5,United Kingdom
14229.0,6,1018.39,United Kingdom
14230.0,3,979.8000000000001,United Kingdom
14231.0,1,309.91,United Kingdom
14233.0,5,1319.45,United Kingdom
14235.0,4,1573.1299999999999,United Kingdom
14236.0,6,1241.88,United Kingdom
14237.0,3,466.04,United Kingdom
14238.0,2,287.38,United Kingdom
14239.0,11,1880.22,United Kingdom
14240.0,1,357.15,United Kingdom
14241.0,1,120.0,United Kingdom
14243.0,10,4829.4800000000005,United Kingdom
14244.0,2,354.82,United Kingdom
14247.0,5,632.9399999999999,United Kingdom
14248.0,2,730.37,United Kingdom
14249.0,12,5625.461,United Kingdom
14252.0,1,350.99,United Kingdom
14253.0,2,363.40000000000003,United Kingdom
14254.0,1,601.03,United Kingdom
14255.0,4,-1441.6,United Kingdom
14256.0,6,1462.28,United Kingdom
14257.0,4,2854.73,United Kingdom
14258.0,22,18377.27,United Kingdom
14260.0,3,824.28,United Kingdom
14263.0,1,322.93,United Kingdom
14264.0,6,1141.89,United Kingdom
14265.0,2,843.17,Unspecified
14266.0,1,40.56,United Kingdom
14267.0,2,-19.9,United Kingdom
14268.0,1,354.85,United Kingdom
14269.0,2,261.68,United Kingdom
14271.0,1,106.81,United Kingdom
14272.0,2,482.85,United Kingdom
14274.0,1,256.6,United Kingdom
14275.0,6,1189.3799999999999,United Kingdom
14276.0,8,909.93,United Kingdom
14277.0,10,367.4699999999999,France
14278.0,1,205.83,United Kingdom
14279.0,2,191.86,United Kingdom
14281.0,1,245.15,United Kingdom
14282.0,12,4115.32,United Kingdom
14283.0,4,628.4399999999999,United Kingdom
14284.0,1,704.4,United Kingdom
14285.0,5,1248.63,United Kingdom
14286.0,7,3800.89,United Kingdom
14290.0,8,1901.48,United Kingdom
14291.0,13,3971.1,United Kingdom
14292.0,13,4068.57,United Kingdom
14293.0,7,2127.77,United Kingdom
14294.0,1,375.34,United Kingdom
14295.0,6,2161.36,United Kingdom
14296.0,3,448.45,United Kingdom
14298.0,39,39626.87,United Kingdom
14299.0,25,9972.42,United Kingdom
14301.0,5,1324.19,United Kingdom
14302.0,3,742.9000000000001,United Kingdom
14303.0,2,277.94,United Kingdom
14304.0,3,1326.71,United Kingdom
14306.0,4,1058.0800000000002,United Kingdom
14307.0,6,2067.36,United Kingdom
14308.0,5,-849.45,United Kingdom
14309.0,2,1428.28,United Kingdom
14310.0,1,492.1,United Kingdom
14311.0,1,206.19,United Kingdom
14312.0,5,1478.7,United Kingdom
14313.0,1,-302.31,United Kingdom
14314.0,2,101.9,United Kingdom
14315.0,3,711.74,United Kingdom
14316.0,6,1355.34,United Kingdom
14318.0,1,158.02,United Kingdom
14319.0,2,476.95000000000005,United Kingdom
14320.0,4,861.01,United Kingdom
14321.0,3,667.83,United Kingdom
14322.0,6,384.3,United Kingdom
14324.0,2,701.61,United Kingdom
14325.0,1,245.48000000000002,United Kingdom
14326.0,2,757.13,United Kingdom
14327.0,5,1583.28,United Kingdom
14328.0,3,-445.06,United Kingdom
14329.0,14,4806.78,United Kingdom
14330.0,1,200.63,United Kingdom
14332.0,2,1077.2,United Kingdom
14334.0,5,1753.52,United Kingdom
14337.0,1,-658.63,United Kingdom
14338.0,1,339.88,United Kingdom
14339.0,1,310.75,United Kingdom
14341.0,11,2277.09,United Kingdom
14342.0,3,235.03,United Kingdom
14343.0,4,1088.91,United Kingdom
14344.0,14,2443.77,United Kingdom
14346.0,3,1294.17,United Kingdom
14347.0,1,82.6,United Kingdom
14350.0,2,689.1,United Kingdom
14353.0,2,285.9,United Kingdom
14355.0,3,840.0500000000001,United Kingdom
14358.0,3,384.29999999999995,United Kingdom
14361.0,1,214.70999999999998,United Kingdom
14363.0,2,227.47000000000003,United Kingdom
14365.0,2,634.68,United Kingdom
14366.0,1,136.0,United Kingdom
14369.0,2,469.13,United Kingdom
14370.0,9,1092.13,United Kingdom
14372.0,3,830.1800000000001,United Kingdom
14374.0,1,108.0,United Kingdom
14375.0,2,875.31,United Kingdom
14376.0,1,215.46,United Kingdom
14378.0,1,131.25,United Kingdom
14379.0,2,920.81,United Kingdom
14380.0,2,-99.72999999999999,United Kingdom
14381.0,1,428.65999999999997,United Kingdom
14382.0,2,614.78,United Kingdom
14384.0,1,58.5,United Kingdom
14388.0,12,3417.26,United Kingdom
14389.0,6,821.35,United Kingdom
14390.0,7,1730.8600000000001,United Kingdom
14391.0,1,135.6,United Kingdom
14392.0,1,266.4,United Kingdom
14394.0,1,93.8,United Kingdom
14395.0,13,4688.9,United Kingdom
14396.0,6,1633.94,United Kingdom
14398.0,2,707.79,United Kingdom
14399.0,9,2098.16,United Kingdom
14400.0,3,1143.3,United Kingdom
14401.0,11,2663.42,United Kingdom
14402.0,1,285.6,United Kingdom
14403.0,4,396.45,United Kingdom
14404.0,9,1365.39,United Kingdom
14405.0,1,195.0,United Kingdom
14408.0,4,1503.2400000000002,United Kingdom
14409.0,6,1545.44,United Kingdom
14410.0,2,1546.07,United Kingdom
14412.0,1,656.16,United Kingdom
14413.0,3,647.67,United Kingdom
14414.0,1,902.35,United Kingdom
14415.0,14,6103.57,United Kingdom
14417.0,1,604.2,United Kingdom
14419.0,1,202.85,United Kingdom
14420.0,5,1241.85,United Kingdom
14421.0,5,1643.51,United Kingdom
14422.0,15,5937.28,United Kingdom
14423.0,3,649.76,United Kingdom
14425.0,5,635.89,United Kingdom
14426.0,11,7185.07,United Kingdom
14427.0,2,900.1800000000001,United Kingdom
14429.0,1,516.28,United Kingdom
14430.0,5,956.4000000000001,United Kingdom
14431.0,3,2143.84,United Kingdom
14433.0,1,289.6,United Kingdom
14435.0,1,90.42,United Kingdom
14436.0,1,182.64000000000001,United Kingdom
14437.0,6,873.34,United Kingdom
14439.0,4,6781.8,Greece
14440.0,11,4169.15,United Kingdom
14441.0,10,2816.45,United Kingdom
14442.0,7,3727.4,Channel Islands
14443.0,4,950.7,United Kingdom
14444.0,1,132.04,United Kingdom
14445.0,1,221.65,United Kingdom
14446.0,1,201.73,United Kingdom
14447.0,1,548.5,United Kingdom
14449.0,5,1575.7,United Kingdom
14450.0,4,645.19,United Kingdom
14451.0,16,2603.0,United Kingdom
14452.0,2,401.15,United Kingdom
14454.0,6,970.7,United Kingdom
14455.0,5,594.86,United Kingdom
14458.0,1,237.42,United Kingdom
14459.0,2,3501.221,United Kingdom
14460.0,8,536.26,United Kingdom
14461.0,11,4594.54,United Kingdom
14462.0,1,265.99,United Kingdom
